id,created_at,updated_at,name,price,size,description,feeling,howtouse,badge,category_id
39,2022-03-31 18:10:00.009519,2022-03-31 18:10:00.009525,민트 립밤,12000.00,100ml,수분 공급을 위한 보태니컬 성분이 함유된 부드러운 타입의 젤 클렌저,상쾌한 진정된 부드러운,"{""향"": ""허브, 플로럴, 상쾌한"", ""사용량"": ""1/4 피펫"", ""사용법"": ""제품을 손에 덜어 아침, 저녁으로 깨끗하게 세안하고 토너로 정돈한 피부에 마사지하듯 발라줍니다."", ""텍스처"": ""가볍고 빠르게 흡수되는 세럼""}",사랑받는,6
40,2022-03-31 18:10:00.010595,2022-03-31 18:10:00.010601,수박 림밥,17000.00,100ml,부드러운 거품이 피부를 효과적으로 세정하고 피부의 균형을 잡아주는 데일리 클렌저,산뜻한 매끄러운,"{""향"": ""따뜻한, 우디, 유향"", ""사용량"": ""3방울"", ""사용법"": ""아침저녁으로 깨끗하게 세안한 눈가 피부에 가볍게 두드려 발라주고 흡수될 때까지 부드럽게 마사지합니다."", ""텍스처"": ""가벼운 제형의 세럼""}",데일리 필수품,6
41,2022-03-31 18:10:00.011382,2022-03-31 18:10:00.011387,살구 립밤,19000.00,200ml,피부의 수분을 빼앗지 않으면서도 모공을 부드럽고 효과적으로 세정해주는 젤 타입 클렌저,산뜻한 매끄러운,"{""향"": ""허브향, 플로랄, 상쾌함"", ""사용량"": ""1-2티스푼"", ""사용법"": ""매주 2회 깨끗하게 클렌징한 피부에 고르게 바릅니다. 마를 때까지 약 15분 정도 기다린 후 따뜻한 물로 세안합니다."", ""텍스처"": ""부드럽고 시원한 클레이""}","""""",6
42,2022-03-31 18:10:00.012214,2022-03-31 18:10:00.012220,바나나 립밤,10000.00,100ml,진정 효과가 뛰어난 보태니컬 성분이 함유되어 순한 데일리 클렌저로 사용하기 적합합니다. 손쉽게 메이크업을 지우고 편안하게 씻어냅니다.,산뜻한 부드러운 상쾌한,"{""향"": ""허브향, 시트러스"", ""사용량"": ""필요한 만큼"", ""사용법"": ""깨끗한 손가락이나 면봉을 사용하여 필요에 따라 바르세요. 하이드레이터 혹은 메이크업 위에도 사용하실 수 있습니다."", ""텍스처"": ""투명한 젤""}","""""",6
43,2022-03-31 18:10:00.013248,2022-03-31 18:10:00.013253,사과 쉐이빙,32000.00,60ml,눈 주위의 민감한 피부를 달래고 진정시켜주는 마트리카리아가 포함된 부드러운 오일 제형의 아이 메이크업 리무브,진정된 생기있는,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""한 티스푼과 물 3~5방울"", ""사용법"": ""아침과 저녁, 손바닥에 물과 함께 섞어 밀키한 에멀젼으로 만들어 젖은 얼굴과 목에 마사지 한 후 물로 씻어냅니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",7
44,2022-03-31 18:10:00.014803,2022-03-31 18:10:00.014808,오렌지 쉐이빙,40000.00,200ml,진한 메이크업도 부드럽고 깨끗하게 닦아주는 오일 타입의 클렌저,부드러운 진정된,"{""향"": ""허브향, 스모키, 그린"", ""사용량"": ""반 티스푼 또는 원하는 만큼"", ""사용법"": ""매주 2회, 이솝의 젤 클렌저 혹은 크림 타입의 페이셜 클렌저와 섞어 사용해줍니다. 단, 눈가 주변을 피해주세요."", ""텍스처"": ""굵은 입자가 함유된, 파우더 ""}","""""",7
45,2022-03-31 18:10:00.016268,2022-03-31 18:10:00.016276,딸기 쉐이빙,10000.00,100ml,"가벼운 메이크업을 지워주고, 피부에 남은 잔여물을 말끔하게 씻어내어 피부를 부드럽고 촉촉하게 가꿔 주는 크림 클렌저",탄력 유연 부드러운,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""단독 사용시 3~5방울 블렌딩 사용시 1~2방울"", ""사용법"": ""매주 3회, 세안 후 토너를 바른 피부에 사용합니다. 나이트 케어로 이솝의 하이드레이터에 섞어 풍부한 수분 공급을 합니다."", ""텍스처"": ""수용성, 오일 타입""}",종환 MD 추천,7
46,2022-03-31 18:10:00.017770,2022-03-31 18:10:00.017775,민트 쉐이빙,12000.00,100ml,수분 공급을 위한 보태니컬 성분이 함유된 부드러운 타입의 젤 클렌저,상쾌한 진정된 부드러운,"{""향"": ""허브, 플로럴, 상쾌한"", ""사용량"": ""1/4 피펫"", ""사용법"": ""제품을 손에 덜어 아침, 저녁으로 깨끗하게 세안하고 토너로 정돈한 피부에 마사지하듯 발라줍니다."", ""텍스처"": ""가볍고 빠르게 흡수되는 세럼""}","""""",7
47,2022-03-31 18:10:00.018869,2022-03-31 18:10:00.018875,수박 쉐이빙,17000.00,100ml,부드러운 거품이 피부를 효과적으로 세정하고 피부의 균형을 잡아주는 데일리 클렌저,산뜻한 매끄러운,"{""향"": ""따뜻한, 우디, 유향"", ""사용량"": ""3방울"", ""사용법"": ""아침저녁으로 깨끗하게 세안한 눈가 피부에 가볍게 두드려 발라주고 흡수될 때까지 부드럽게 마사지합니다."", ""텍스처"": ""가벼운 제형의 세럼""}",사랑 받는 기프트,7
48,2022-03-31 18:10:00.019826,2022-03-31 18:10:00.019831,살구 쉐이빙,19000.00,200ml,피부의 수분을 빼앗지 않으면서도 모공을 부드럽고 효과적으로 세정해주는 젤 타입 클렌저,산뜻한 매끄러운,"{""향"": ""허브향, 플로랄, 상쾌함"", ""사용량"": ""1-2티스푼"", ""사용법"": ""매주 2회 깨끗하게 클렌징한 피부에 고르게 바릅니다. 마를 때까지 약 15분 정도 기다린 후 따뜻한 물로 세안합니다."", ""텍스처"": ""부드럽고 시원한 클레이""}","""""",7
49,2022-03-31 18:10:00.020690,2022-03-31 18:10:00.020695,바나나 쉐이빙,10000.00,100ml,진정 효과가 뛰어난 보태니컬 성분이 함유되어 순한 데일리 클렌저로 사용하기 적합합니다. 손쉽게 메이크업을 지우고 편안하게 씻어냅니다.,산뜻한 부드러운 상쾌한,"{""향"": ""허브향, 시트러스"", ""사용량"": ""필요한 만큼"", ""사용법"": ""깨끗한 손가락이나 면봉을 사용하여 필요에 따라 바르세요. 하이드레이터 혹은 메이크업 위에도 사용하실 수 있습니다."", ""텍스처"": ""투명한 젤""}",현영 MD 추천,7
50,2022-03-31 18:10:00.021556,2022-03-31 18:10:00.021561,사과 선크림,32000.00,60ml,눈 주위의 민감한 피부를 달래고 진정시켜주는 마트리카리아가 포함된 부드러운 오일 제형의 아이 메이크업 리무브,진정된 생기있는,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""한 티스푼과 물 3~5방울"", ""사용법"": ""아침과 저녁, 손바닥에 물과 함께 섞어 밀키한 에멀젼으로 만들어 젖은 얼굴과 목에 마사지 한 후 물로 씻어냅니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",8
51,2022-03-31 18:10:00.023893,2022-03-31 18:10:00.023898,오렌지 선크림,40000.00,200ml,진한 메이크업도 부드럽고 깨끗하게 닦아주는 오일 타입의 클렌저,부드러운 진정된,"{""향"": ""허브향, 스모키, 그린"", ""사용량"": ""반 티스푼 또는 원하는 만큼"", ""사용법"": ""매주 2회, 이솝의 젤 클렌저 혹은 크림 타입의 페이셜 클렌저와 섞어 사용해줍니다. 단, 눈가 주변을 피해주세요."", ""텍스처"": ""굵은 입자가 함유된, 파우더 ""}","""""",8
52,2022-03-31 18:10:00.024677,2022-03-31 18:10:00.024682,딸기 선크림,10000.00,100ml,"가벼운 메이크업을 지워주고, 피부에 남은 잔여물을 말끔하게 씻어내어 피부를 부드럽고 촉촉하게 가꿔 주는 크림 클렌저",탄력 유연 부드러운,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""단독 사용시 3~5방울 블렌딩 사용시 1~2방울"", ""사용법"": ""매주 3회, 세안 후 토너를 바른 피부에 사용합니다. 나이트 케어로 이솝의 하이드레이터에 섞어 풍부한 수분 공급을 합니다."", ""텍스처"": ""수용성, 오일 타입""}",사랑받는,8
53,2022-03-31 18:10:00.025470,2022-03-31 18:10:00.025475,민트 선크림,12000.00,100ml,수분 공급을 위한 보태니컬 성분이 함유된 부드러운 타입의 젤 클렌저,상쾌한 진정된 부드러운,"{""향"": ""허브, 플로럴, 상쾌한"", ""사용량"": ""1/4 피펫"", ""사용법"": ""제품을 손에 덜어 아침, 저녁으로 깨끗하게 세안하고 토너로 정돈한 피부에 마사지하듯 발라줍니다."", ""텍스처"": ""가볍고 빠르게 흡수되는 세럼""}","""""",8
54,2022-03-31 18:10:00.026237,2022-03-31 18:10:00.026242,수박 선크림,17000.00,100ml,부드러운 거품이 피부를 효과적으로 세정하고 피부의 균형을 잡아주는 데일리 클렌저,산뜻한 매끄러운,"{""향"": ""따뜻한, 우디, 유향"", ""사용량"": ""3방울"", ""사용법"": ""아침저녁으로 깨끗하게 세안한 눈가 피부에 가볍게 두드려 발라주고 흡수될 때까지 부드럽게 마사지합니다."", ""텍스처"": ""가벼운 제형의 세럼""}","""""",8
55,2022-03-31 18:10:00.027027,2022-03-31 18:10:00.027032,살구 선크림,19000.00,200ml,피부의 수분을 빼앗지 않으면서도 모공을 부드럽고 효과적으로 세정해주는 젤 타입 클렌저,산뜻한 매끄러운,"{""향"": ""허브향, 플로랄, 상쾌함"", ""사용량"": ""1-2티스푼"", ""사용법"": ""매주 2회 깨끗하게 클렌징한 피부에 고르게 바릅니다. 마를 때까지 약 15분 정도 기다린 후 따뜻한 물로 세안합니다."", ""텍스처"": ""부드럽고 시원한 클레이""}",현영 MD 추천,8
56,2022-03-31 18:10:00.027916,2022-03-31 18:10:00.027921,바나나 선크림,10000.00,100ml,진정 효과가 뛰어난 보태니컬 성분이 함유되어 순한 데일리 클렌저로 사용하기 적합합니다. 손쉽게 메이크업을 지우고 편안하게 씻어냅니다.,산뜻한 부드러운 상쾌한,"{""향"": ""허브향, 시트러스"", ""사용량"": ""필요한 만큼"", ""사용법"": ""깨끗한 손가락이나 면봉을 사용하여 필요에 따라 바르세요. 하이드레이터 혹은 메이크업 위에도 사용하실 수 있습니다."", ""텍스처"": ""투명한 젤""}","""""",8
57,2022-03-31 18:10:00.028976,2022-03-31 18:10:00.028981,사과 키트,32000.00,60ml,눈 주위의 민감한 피부를 달래고 진정시켜주는 마트리카리아가 포함된 부드러운 오일 제형의 아이 메이크업 리무브,진정된 생기있는,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""한 티스푼과 물 3~5방울"", ""사용법"": ""아침과 저녁, 손바닥에 물과 함께 섞어 밀키한 에멀젼으로 만들어 젖은 얼굴과 목에 마사지 한 후 물로 씻어냅니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",9
58,2022-03-31 18:10:00.029942,2022-03-31 18:10:00.029948,오렌지 키트,40000.00,200ml,진한 메이크업도 부드럽고 깨끗하게 닦아주는 오일 타입의 클렌저,부드러운 진정된,"{""향"": ""허브향, 스모키, 그린"", ""사용량"": ""반 티스푼 또는 원하는 만큼"", ""사용법"": ""매주 2회, 이솝의 젤 클렌저 혹은 크림 타입의 페이셜 클렌저와 섞어 사용해줍니다. 단, 눈가 주변을 피해주세요."", ""텍스처"": ""굵은 입자가 함유된, 파우더 ""}",데일리 필수품,9
59,2022-03-31 18:10:00.031002,2022-03-31 18:10:00.031008,딸기 키트,10000.00,100ml,"가벼운 메이크업을 지워주고, 피부에 남은 잔여물을 말끔하게 씻어내어 피부를 부드럽고 촉촉하게 가꿔 주는 크림 클렌저",탄력 유연 부드러운,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""단독 사용시 3~5방울 블렌딩 사용시 1~2방울"", ""사용법"": ""매주 3회, 세안 후 토너를 바른 피부에 사용합니다. 나이트 케어로 이솝의 하이드레이터에 섞어 풍부한 수분 공급을 합니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",9
60,2022-03-31 18:10:00.032166,2022-03-31 18:10:00.032172,민트 키트,12000.00,100ml,수분 공급을 위한 보태니컬 성분이 함유된 부드러운 타입의 젤 클렌저,상쾌한 진정된 부드러운,"{""향"": ""허브, 플로럴, 상쾌한"", ""사용량"": ""1/4 피펫"", ""사용법"": ""제품을 손에 덜어 아침, 저녁으로 깨끗하게 세안하고 토너로 정돈한 피부에 마사지하듯 발라줍니다."", ""텍스처"": ""가볍고 빠르게 흡수되는 세럼""}","""""",9
61,2022-03-31 18:10:00.033312,2022-03-31 18:10:00.033318,수박 키트,17000.00,100ml,부드러운 거품이 피부를 효과적으로 세정하고 피부의 균형을 잡아주는 데일리 클렌저,산뜻한 매끄러운,"{""향"": ""따뜻한, 우디, 유향"", ""사용량"": ""3방울"", ""사용법"": ""아침저녁으로 깨끗하게 세안한 눈가 피부에 가볍게 두드려 발라주고 흡수될 때까지 부드럽게 마사지합니다."", ""텍스처"": ""가벼운 제형의 세럼""}",종환 MD 추천,9
62,2022-03-31 18:10:00.034504,2022-03-31 18:10:00.034510,살구 키트,19000.00,200ml,피부의 수분을 빼앗지 않으면서도 모공을 부드럽고 효과적으로 세정해주는 젤 타입 클렌저,산뜻한 매끄러운,"{""향"": ""허브향, 플로랄, 상쾌함"", ""사용량"": ""1-2티스푼"", ""사용법"": ""매주 2회 깨끗하게 클렌징한 피부에 고르게 바릅니다. 마를 때까지 약 15분 정도 기다린 후 따뜻한 물로 세안합니다."", ""텍스처"": ""부드럽고 시원한 클레이""}","""""",9
63,2022-03-31 18:10:00.035330,2022-03-31 18:10:00.035341,바나나 키트,10000.00,100ml,진정 효과가 뛰어난 보태니컬 성분이 함유되어 순한 데일리 클렌저로 사용하기 적합합니다. 손쉽게 메이크업을 지우고 편안하게 씻어냅니다.,산뜻한 부드러운 상쾌한,"{""향"": ""허브향, 시트러스"", ""사용량"": ""필요한 만큼"", ""사용법"": ""깨끗한 손가락이나 면봉을 사용하여 필요에 따라 바르세요. 하이드레이터 혹은 메이크업 위에도 사용하실 수 있습니다."", ""텍스처"": ""투명한 젤""}",데일리 필수품,9
64,2022-03-31 18:10:00.036081,2022-03-31 18:10:00.036091,사과 스킨 케어 세트,32000.00,60ml,눈 주위의 민감한 피부를 달래고 진정시켜주는 마트리카리아가 포함된 부드러운 오일 제형의 아이 메이크업 리무브,진정된 생기있는,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""한 티스푼과 물 3~5방울"", ""사용법"": ""아침과 저녁, 손바닥에 물과 함께 섞어 밀키한 에멀젼으로 만들어 젖은 얼굴과 목에 마사지 한 후 물로 씻어냅니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",10
65,2022-03-31 18:10:00.036959,2022-03-31 18:10:00.036966,오렌지 스킨 케어 세트,40000.00,200ml,진한 메이크업도 부드럽고 깨끗하게 닦아주는 오일 타입의 클렌저,부드러운 진정된,"{""향"": ""허브향, 스모키, 그린"", ""사용량"": ""반 티스푼 또는 원하는 만큼"", ""사용법"": ""매주 2회, 이솝의 젤 클렌저 혹은 크림 타입의 페이셜 클렌저와 섞어 사용해줍니다. 단, 눈가 주변을 피해주세요."", ""텍스처"": ""굵은 입자가 함유된, 파우더 ""}",현영 MD 추천,10
66,2022-03-31 18:10:00.038101,2022-03-31 18:10:00.038108,딸기 스킨 케어 세트,10000.00,100ml,"가벼운 메이크업을 지워주고, 피부에 남은 잔여물을 말끔하게 씻어내어 피부를 부드럽고 촉촉하게 가꿔 주는 크림 클렌저",탄력 유연 부드러운,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""단독 사용시 3~5방울 블렌딩 사용시 1~2방울"", ""사용법"": ""매주 3회, 세안 후 토너를 바른 피부에 사용합니다. 나이트 케어로 이솝의 하이드레이터에 섞어 풍부한 수분 공급을 합니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",10
67,2022-03-31 18:10:00.038822,2022-03-31 18:10:00.038830,민트 스킨 케어 세트,12000.00,100ml,수분 공급을 위한 보태니컬 성분이 함유된 부드러운 타입의 젤 클렌저,상쾌한 진정된 부드러운,"{""향"": ""허브, 플로럴, 상쾌한"", ""사용량"": ""1/4 피펫"", ""사용법"": ""제품을 손에 덜어 아침, 저녁으로 깨끗하게 세안하고 토너로 정돈한 피부에 마사지하듯 발라줍니다."", ""텍스처"": ""가볍고 빠르게 흡수되는 세럼""}","""""",10
68,2022-03-31 18:10:00.039357,2022-03-31 18:10:00.039363,수박 스킨 케어 세트,17000.00,100ml,부드러운 거품이 피부를 효과적으로 세정하고 피부의 균형을 잡아주는 데일리 클렌저,산뜻한 매끄러운,"{""향"": ""따뜻한, 우디, 유향"", ""사용량"": ""3방울"", ""사용법"": ""아침저녁으로 깨끗하게 세안한 눈가 피부에 가볍게 두드려 발라주고 흡수될 때까지 부드럽게 마사지합니다."", ""텍스처"": ""가벼운 제형의 세럼""}","""""",10
69,2022-03-31 18:10:00.040046,2022-03-31 18:10:00.040052,살구  스킨 케어 세트,19000.00,200ml,피부의 수분을 빼앗지 않으면서도 모공을 부드럽고 효과적으로 세정해주는 젤 타입 클렌저,산뜻한 매끄러운,"{""향"": ""허브향, 플로랄, 상쾌함"", ""사용량"": ""1-2티스푼"", ""사용법"": ""매주 2회 깨끗하게 클렌징한 피부에 고르게 바릅니다. 마를 때까지 약 15분 정도 기다린 후 따뜻한 물로 세안합니다."", ""텍스처"": ""부드럽고 시원한 클레이""}","""""",10
70,2022-03-31 18:10:00.040811,2022-03-31 18:10:00.040817,바나나 스킨 케어 세트,10000.00,100ml,진정 효과가 뛰어난 보태니컬 성분이 함유되어 순한 데일리 클렌저로 사용하기 적합합니다. 손쉽게 메이크업을 지우고 편안하게 씻어냅니다.,산뜻한 부드러운 상쾌한,"{""향"": ""허브향, 시트러스"", ""사용량"": ""필요한 만큼"", ""사용법"": ""깨끗한 손가락이나 면봉을 사용하여 필요에 따라 바르세요. 하이드레이터 혹은 메이크업 위에도 사용하실 수 있습니다."", ""텍스처"": ""투명한 젤""}","""""",10
71,2022-03-31 18:10:00.041581,2022-03-31 18:10:00.041587,사과 케어 기프트,32000.00,60ml,눈 주위의 민감한 피부를 달래고 진정시켜주는 마트리카리아가 포함된 부드러운 오일 제형의 아이 메이크업 리무브,진정된 생기있는,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""한 티스푼과 물 3~5방울"", ""사용법"": ""아침과 저녁, 손바닥에 물과 함께 섞어 밀키한 에멀젼으로 만들어 젖은 얼굴과 목에 마사지 한 후 물로 씻어냅니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",11
72,2022-03-31 18:10:00.042268,2022-03-31 18:10:00.042274,오렌지 케어 기프트,40000.00,200ml,진한 메이크업도 부드럽고 깨끗하게 닦아주는 오일 타입의 클렌저,부드러운 진정된,"{""향"": ""허브향, 스모키, 그린"", ""사용량"": ""반 티스푼 또는 원하는 만큼"", ""사용법"": ""매주 2회, 이솝의 젤 클렌저 혹은 크림 타입의 페이셜 클렌저와 섞어 사용해줍니다. 단, 눈가 주변을 피해주세요."", ""텍스처"": ""굵은 입자가 함유된, 파우더 ""}",데일리 필수품,11
73,2022-03-31 18:10:00.042865,2022-03-31 18:10:00.042871,딸기 케어 기프트,10000.00,100ml,"가벼운 메이크업을 지워주고, 피부에 남은 잔여물을 말끔하게 씻어내어 피부를 부드럽고 촉촉하게 가꿔 주는 크림 클렌저",탄력 유연 부드러운,"{""향"": ""허브향, 플로랄, 너티"", ""사용량"": ""단독 사용시 3~5방울 블렌딩 사용시 1~2방울"", ""사용법"": ""매주 3회, 세안 후 토너를 바른 피부에 사용합니다. 나이트 케어로 이솝의 하이드레이터에 섞어 풍부한 수분 공급을 합니다."", ""텍스처"": ""수용성, 오일 타입""}","""""",11
74,2022-03-31 18:10:00.043394,2022-03-31 18:10:00.043400,민트 케어 기프트,12000.00,100ml,수분 공급을 위한 보태니컬 성분이 함유된 부드러운 타입의 젤 클렌저,상쾌한 진정된 부드러운,"{""향"": ""허브, 플로럴, 상쾌한"", ""사용량"": ""1/4 피펫"", ""사용법"": ""제품을 손에 덜어 아침, 저녁으로 깨끗하게 세안하고 토너로 정돈한 피부에 마사지하듯 발라줍니다."", ""텍스처"": ""가볍고 빠르게 흡수되는 세럼""}",신제품,11
75,2022-03-31 18:10:00.044054,2022-03-31 18:10:00.044059,수박 케어 기프트,17000.00,100ml,부드러운 거품이 피부를 효과적으로 세정하고 피부의 균형을 잡아주는 데일리 클렌저,산뜻한 매끄러운,"{""향"": ""따뜻한, 우디, 유향"", ""사용량"": ""3방울"", ""사용법"": ""아침저녁으로 깨끗하게 세안한 눈가 피부에 가볍게 두드려 발라주고 흡수될 때까지 부드럽게 마사지합니다."", ""텍스처"": ""가벼운 제형의 세럼""}",종환 MD 추천,11
76,2022-03-31 18:10:00.044648,2022-03-31 18:10:00.044654,살구 케어 기프트,19000.00,200ml,피부의 수분을 빼앗지 않으면서도 모공을 부드럽고 효과적으로 세정해주는 젤 타입 클렌저,산뜻한 매끄러운,"{""향"": ""허브향, 플로랄, 상쾌함"", ""사용량"": ""1-2티스푼"", ""사용법"": ""매주 2회 깨끗하게 클렌징한 피부에 고르게 바릅니다. 마를 때까지 약 15분 정도 기다린 후 따뜻한 물로 세안합니다."", ""텍스처"": ""부드럽고 시원한 클레이""}","""""",11
77,2022-03-31 18:10:00.045231,2022-03-31 18:10:00.045237,바나나 케어 기프트,10000.00,100ml,진정 효과가 뛰어난 보태니컬 성분이 함유되어 순한 데일리 클렌저로 사용하기 적합합니다. 손쉽게 메이크업을 지우고 편안하게 씻어냅니다.,산뜻한 부드러운 상쾌한,"{""향"": ""허브향, 시트러스"", ""사용량"": ""필요한 만큼"", ""사용법"": ""깨끗한 손가락이나 면봉을 사용하여 필요에 따라 바르세요. 하이드레이터 혹은 메이크업 위에도 사용하실 수 있습니다."", ""텍스처"": ""투명한 젤""}","""""",11
